escuela,comuna,lon,lat,simce,costo,tipo
LICEO SANTA MARIA DE LAS CONDES,LAS CONDES,-70.53154118,-33.42564463,252,Gratuito ,Munic.
COLEGIO LEONARDO DA VINCI DE LAS CONDES,LAS CONDES,-70.56431652,-33.4000921,283,Gratuito ,Munic.
COLEGIO DUNALASTAIR,LAS CONDES,-70.52088152,-33.37436114,281,Gratuito ,P. Pag.
ESCUELA PARTICULAR LOCARNO,LA CISTERNA,-70.66046178,-33.51809938,259,Gratuito ,P. Subv.
COLEGIO WILLIAM KILPATRICK,LAS CONDES,-70.52434042,-33.39455633,275,Más de $100.000 ,P. Pag.
COLEGIO SCUOLA ITALIANA VITTORIO MONTIGLIO,LAS CONDES,-70.50576639,-33.39730834,300,Más de $100.000 ,P. Pag.
COLEGIO FRANCISCO DE ASIS,LAS CONDES,-70.50913593,-33.39195547,283,Más de $100.000 ,P. Pag.
COLEGIO LA GIROUETTE,LAS CONDES,-70.56831516,-33.42036918,328,Más de $100.000 ,P. Pag.
COLEGIO COMPANIA DE MARIA APOQUINDO,LAS CONDES,-70.5662699,-33.40948272,313,Más de $100.000 ,P. Pag.
COLEGIO WENLOCK SCHOOL,LAS CONDES,-70.52108501,-33.4113437,304,Más de $100.000 ,P. Pag.
COLEGIO VILLA MARIA ACADEMY,LAS CONDES,-70.5888341,-33.42033347,309,Más de $100.000 ,P. Pag.
COLEGIO DEL SAGRADO CORAZON DE APOQUINDO,LAS CONDES,-70.54906568,-33.4107449,317,Más de $100.000 ,P. Pag.
COLEGIO REDLAND SCHOOL,LAS CONDES,-70.52125425,-33.40131302,312,Más de $100.000 ,P. Pag.
COLEGIO DEL VERBO DIVINO,LAS CONDES,-70.58620028,-33.41979903,306,Más de $100.000 ,P. Pag.
COLEGIO SAN JUAN EVANGELISTA,LAS CONDES,-70.56324368,-33.41642902,305,Más de $100.000 ,P. Pag.
COLEGIO INTERNACIONAL SEK CHILE,LAS CONDES,-70.56376511,-33.40292183,301,Más de $100.000 ,P. Pag.
COLEGIO DALCAHUE,LAS CONDES,-70.58699826,-33.42523593,259,Más de $100.000 ,P. Pag.
COLEGIO SEMINARIO PONTIFICIO MENOR,LAS CONDES,-70.55453528,-33.40690676,285,Más de $100.000 ,P. Pag.
COLEGIO CORDILLERA DE LAS CONDES,LAS CONDES,-70.51310297,-33.39629017,304,Más de $100.000 ,P. Pag.
COLEGIO ARABE,LAS CONDES,-70.56676623,-33.40059327,271,Más de $100.000 ,P. Pag.
COLEGIO WILLIAM KILPATRICK,LAS CONDES,-70.52434042,-33.39455633,293,Más de $100.000 ,P. Pag.
COLEGIO BRITISH HIGH,LAS CONDES,-70.53015082,-33.38745937,294,Más de $100.000 ,P. Pag.
COLEGIO DUNALASTAIR,LAS CONDES,-70.52088152,-33.37436114,312,Más de $100.000 ,P. Pag.
COLEGIO PADRE HURTADO Y JUANITA DE LOS ANDES,LAS CONDES,-70.51227579,-33.41308377,307,Más de $100.000 ,P. Pag.
COLEGIO THE MAYFLOWER SCHOOL,LAS CONDES,-70.51713139,-33.37257627,314,Más de $100.000 ,P. Pag.
COLEGIO CUMBRES,LAS CONDES,-70.50467299,-33.39500384,318,Más de $100.000 ,P. Pag.
COLEGIO COYANCURA,LAS CONDES,-70.58607159,-33.429279,292,Más de $100.000 ,P. Pag.
COLEGIO THE SOUTHERN CROSS SCHOOL,LAS CONDES,-70.50487213,-33.36974938,316,Más de $100.000 ,P. Pag.
CIUDADELA MONTESSORI DE LAS CONDES,LAS CONDES,-70.55897647,-33.41293848,238,Más de $100.000 ,P. Pag.
COLEGIO SAN NICOLAS DE MYRA,LAS CONDES,-70.50395325,-33.39191919,309,Más de $100.000 ,P. Pag.
COLEGIO CRECES,LAS CONDES,-70.56126481,-33.42483208,265,Más de $100.000 ,P. Pag.
COLEGIO EL GOLF,LAS CONDES,-70.58381614,-33.41820618,0,Más de $100.000 ,P. Pag.
COLEGIO ALEMAN DE SANTIAGO,LAS CONDES,-70.503,-33.3945,307,Más de $100.000 ,P. Pag.
JOHN DEWEY COLLEGE,LAS CONDES,-70.58459028,-33.42470758,289,Más de $100.000 ,P. Pag.
SAN JUAN DE LAS CONDES,LAS CONDES,-70.5837136,-33.429733,284,Más de $100.000 ,P. Pag.
COLEGIO EMAUS,LAS CONDES,-70.55956993,-33.39921394,200,Más de $100.000 ,P. Pag.
COLEGIO NUESTRA SENORA DEL LORETO,LAS CONDES,-70.50825318,-33.3794394,295,Más de $100.000 ,P. Pag.
COLEGIO ALCAZAR DE LAS CONDES,LAS CONDES,-70.58071117,-33.4059086,292,Más de $100.000 ,P. Pag.
COLEGIO PEDRO DE VALDIVIA LAS CONDES,LAS CONDES,-70.50864231,-33.37022669,305,Más de $100.000 ,P. Pag.
COLEGIO INSTITUCION TERESIANA,LAS CONDES,-70.55445062,-33.42388056,298,Más de $100.000 ,P. Pag.
COLEGIO ANDINO ANTILLANCA,LAS CONDES,-70.57012981,-33.42558592,276,Más de $100.000 ,P. Pag.
ESCUELA BASICA  SAN MIGUEL ARCANGEL DE LA,LAS CONDES,-70.53288248,-33.38874236,276,Más de $100.000 ,P. Pag.
ESCUELA BASICA SAINT PAUL MONTESSORI SCHOOL,LAS CONDES,-70.58767781,-33.42180024,280,Más de $100.000 ,P. Pag.
ESCUELA BASICA ALAMIRO,LAS CONDES,-70.54650049,-33.42072429,160,Más de $100.000 ,P. Pag.
COLEGIO SAINT ANDREW,LAS CONDES,-70.54023848,-33.38888575,275,Más de $100.000 ,P. Pag.
COLEGIO QUIMAY,LAS CONDES,-70.57290171,-33.42601975,268,Más de $100.000 ,P. Pag.
ESCUELA BASICA REMBRANDT,LAS CONDES,-70.57483458,-33.41334238,230,Más de $100.000 ,P. Pag.
ESCUELA BASICA LA VILLETE,LAS CONDES,-70.58767781,-33.42180024,0,Más de $100.000 ,P. Pag.
ANEXO CRECES,LAS CONDES,-70.503,-33.3945,0,Sin información ,P. Pag.
COLEGIO THE MAYFLOWER SCHOOL,LAS CONDES,-70.51713139,-33.37257627,0,Sin información ,P. Pag.
CENTRO EDUCACIONAL SAN ESTEBAN MARTIR,LO BARNECHEA,-70.50549875,-33.36120116,263,$10.001 a $25.000 ,P. Subv.
COLEGIO EVEREST,LO BARNECHEA,-70.55437782,-33.33401204,260,$50.001 a $100.000 ,P. Subv.
ESCUELA DE FARELLONES,LO BARNECHEA,-70.49618093,-33.36686027,276,Gratuito ,Munic.
INSTITUTO ESTADOS AMERICANOS LO BARNECHEA,LO BARNECHEA,-70.49922137,-33.36428033,241,Gratuito ,Munic.
COLEGIO SAN JUAN DE KRONSTADT,LO BARNECHEA,-70.47450634,-33.34991203,234,Gratuito ,P. Subv.
COLEGIO POLIVALENTE SAN RAFAEL,LO BARNECHEA,-70.50624558,-33.35090185,302,Gratuito ,P. Subv.
COLEGIO BETTERLAND SCHOOL,LO BARNECHEA,-70.51157036,-33.36799955,258,Gratuito ,P. Subv.
LICEO POLIV. SAN JOSE DE LO BARNECHEA,LO BARNECHEA,-70.50327188,-33.36107483,207,Gratuito ,P. Subv.
COLEGIO ANGLO AMERICAN INTERNATIONAL SCHOOL,LO BARNECHEA,-70.47848136,-33.35303031,281,Más de $100.000 ,P. Pag.
COLEGIO THE NEWLAND SCHOOL,LO BARNECHEA,-70.53317665,-33.35956372,315,Más de $100.000 ,P. Pag.
COLEGIO NIDO DE AGUILAS,LO BARNECHEA,-70.50463757,-33.35362694,296,Más de $100.000 ,P. Pag.
COLEGIO APOQUINDO HOMBRES,LO BARNECHEA,-70.50682718,-33.34598866,308,Más de $100.000 ,P. Pag.
COLEGIO APOQUINDO FEMENINO,LO BARNECHEA,-70.50639763,-33.34538061,291,Más de $100.000 ,P. Pag.
COLEGIO LINCOLN INTERNATIONAL ACADEMY,LO BARNECHEA,-70.51090182,-33.37036154,296,Más de $100.000 ,P. Pag.
COLEGIO CRAIGHOUSE,LO BARNECHEA,-70.52252968,-33.35358917,298,Más de $100.000 ,P. Pag.
COLEGIO SANTIAGO COLLEGE,LO BARNECHEA,-70.60364497,-33.42453479,319,Más de $100.000 ,P. Pag.
INSTITUTO HEBREO DR CHAIM WEIZMANN,LO BARNECHEA,-70.50741382,-33.37004321,300,Más de $100.000 ,P. Pag.
COLEGIO SAN JUAN DE KRONSTADT,LO BARNECHEA,-70.47450634,-33.34991203,290,Más de $100.000 ,P. Pag.
COLEGIO TABOR Y NAZARETH,LO BARNECHEA,-70.54067511,-33.32584059,308,Más de $100.000 ,P. Pag.
COLEGIO MONTESSORI HUELQUEN,LO BARNECHEA,-70.50418132,-33.351468,256,Más de $100.000 ,P. Pag.
THE SOUTHLAND SCHOOL,LO BARNECHEA,-70.54955752,-33.38333156,227,Más de $100.000 ,P. Pag.
COLEGIO LOS ALERCES,LO BARNECHEA,-70.51856351,-33.36406325,315,Más de $100.000 ,P. Pag.
COLEGIO MAIMONIDES SCHOOL,LO BARNECHEA,-70.48471005,-33.36164094,287,Más de $100.000 ,P. Pag.
COLEGIO BERTAIT COLLEGE,LO BARNECHEA,-70.57529823,-33.40864691,281,Más de $100.000 ,P. Pag.
THE INTERNATIONAL PREPARATORY SCHOOL,LO BARNECHEA,-70.48315306,-33.36172268,276,Más de $100.000 ,P. Pag.
COLEGIO EVEREST,LO BARNECHEA,-70.55437782,-33.33401204,299,Más de $100.000 ,P. Pag.
INSTITUTO ESTADOS AMERICANOS LO BARNECHEA,LO BARNECHEA,-70.49922137,-33.36428033,236,Sin información ,Munic.
LICEO POLITECNICO PART.SAGRADO CORAZON,LO ESPEJO,-70.67958364,-33.51535252,242,$1.000 a $10.000 ,P. Subv.
COLEGIO POLIV. SAINT TRINITY COLLEGE,LO ESPEJO,-70.69623172,-33.52767876,241,$1.000 a $10.000 ,P. Subv.
ESC. PART.BASICA SAINT PHILLIP OF NERY 2,LO ESPEJO,-70.69303338,-33.53207826,213,$1.000 a $10.000 ,P. Subv.
ESC. PART.ADVENTISTA BUENAVENTURA,LO ESPEJO,-70.69413691,-33.5052885,234,$10.001 a $25.000 ,P. Subv.
ESCUELA BAS. ROSA ELVIRA MATTE DE PRIETO,LO ESPEJO,-70.69164552,-33.50615222,303,$10.001 a $25.000 ,P. Subv.
COLEGIO PARTICULAR KENNEDY,LO ESPEJO,-70.69826505,-33.53419799,256,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR SOL DE CHILE,LO ESPEJO,-70.69653062,-33.52864862,257,$10.001 a $25.000 ,P. Subv.
LICEO POLIVALENTE,LO ESPEJO,-70.68144477,-33.5130547,213,Gratuito ,Munic.
ESCUELA BASICA SALOMON SACK,LO ESPEJO,-70.6882391,-33.51927572,225,Gratuito ,Munic.
ESCUELA BLUE STAR COLLEGE,LO ESPEJO,-70.69078184,-33.51764404,209,Gratuito ,Munic.
ESCUELA BASICA SANTA ADRIANA,LO ESPEJO,-70.67913706,-33.50895571,207,Gratuito ,Munic.
ESCUELA BASICA ACAPULCO,LO ESPEJO,-70.67950205,-33.52004304,237,Gratuito ,Munic.
ESCUELA BASICA,LO ESPEJO,-70.68337869,-33.51952146,231,Gratuito ,Munic.
COLEGIO HERNAN OLGUIN,LO ESPEJO,-70.69711637,-33.5222558,226,Gratuito ,Munic.
LICEO TENIENTE FRANCISCO MERY AGUIRRE,LO ESPEJO,-70.69623626,-33.5328731,208,Gratuito ,Munic.
ESCUELA BASICA CLARA  ESTRELLA,LO ESPEJO,-70.67772909,-33.51576543,234,Gratuito ,Munic.
ESCUELA  RAUL SAEZ SAEZ,LO ESPEJO,-70.68960118,-33.51229439,214,Gratuito ,Munic.
ESCUELA BASICA BERNARDO O?HIGGINS,LO ESPEJO,-70.69545696,-33.51005002,224,Gratuito ,Munic.
ESCUELA BASICA REPUBLICA DE LAS FILIPINAS,LO ESPEJO,-70.68844374,-33.52253668,199,Gratuito ,Munic.
ESCUELA BASICA COEDUCACIONAL,LO ESPEJO,-70.70180574,-33.53079466,203,Gratuito ,Munic.
COLEGIO HERNAN OLGUIN,LO ESPEJO,-70.69711637,-33.5222558,242,Gratuito ,P. Subv.
ESCUELA PARTICULAR SOL DE CHILE,LO ESPEJO,-70.69653062,-33.52864862,271,Gratuito ,P. Subv.
ESCUELA ESPECIAL DESPERTAR DE LO ESPEJO,LO ESPEJO,-70.68307753,-33.51842534,220,Gratuito ,P. Subv.
COLEGIO CORAZONES DE JESUS,LO ESPEJO,-70.6872,-33.5206,220,Gratuito ,P. Subv.
ESCUELA BASICA SAN LUCAS DE LO ESPEJO,LO ESPEJO,-70.70263077,-33.52509293,244,Gratuito ,P. Subv.
ESCUELA BLUE STAR COLLEGE,LO ESPEJO,-70.69078184,-33.51764404,204,Sin información ,Munic.
VILLA UNIVERSIDAD GABRIELA MISTRAL,LO PRADO,-70.72154611,-33.43685107,246,$1.000 a $10.000 ,P. Pag.
ESCUELA PARTICULAR DRA.VICTORIA GARCIA,LO PRADO,-70.72961261,-33.45036516,245,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR RAPA NUI,LO PRADO,-70.73042228,-33.4407586,259,$1.000 a $10.000 ,P. Subv.
ESCUELA JARDIN LO PRADO,LO PRADO,-70.73160164,-33.43677416,260,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR FRINGS COLLEGE,LO PRADO,-70.70716215,-33.45372451,253,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR BABILONIA,LO PRADO,-70.71888506,-33.44481493,274,$10.001 a $25.000 ,P. Subv.
ESCUELA BAS. COLEGIO BAU,LO PRADO,-70.730893,-33.44929217,281,$10.001 a $25.000 ,P. Subv.
LICEO TENIENTE DAGOBERTO GODOY NO.3,LO PRADO,-70.71320107,-33.45062012,270,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR ROYAL SCHOOL,LO PRADO,-70.71819481,-33.45508712,260,$10.001 a $25.000 ,P. Subv.
COLEGIO ADVENTISTA SANTIAGO PONIENTE,LO PRADO,-70.71011127,-33.45160067,255,$10.001 a $25.000 ,P. Subv.
ESCUELA ANEXO BASICA PART.VILLA LOURDES,LO PRADO,-70.73730605,-33.45206119,272,$10.001 a $25.000 ,P. Subv.
ESCUELA BAS. MY GARDEN SCHOOL,LO PRADO,-70.72220284,-33.44395725,298,$10.001 a $25.000 ,P. Subv.
MUSTAFA KEMAL ATATURK,LO PRADO,-70.70844339,-33.4395123,251,Gratuito ,Munic.
COMPLEJO EDUCACIONAL PEDRO PRADO,LO PRADO,-70.72685721,-33.44432537,241,Gratuito ,Munic.
ESCUELA JAIME GOMEZ GARCIA,LO PRADO,-70.71921671,-33.44199667,224,Gratuito ,Munic.
ESCUELA PROFESORA GLADYS VALENZUELA V,LO PRADO,-70.72630839,-33.44702943,240,Gratuito ,Munic.
ESCUELA GOLDA MEIR,LO PRADO,-70.71689671,-33.45036157,209,Gratuito ,Munic.
ESCUELA IGNACIO CARRERA PINTO,LO PRADO,-70.73867512,-33.43710804,230,Gratuito ,Munic.
ESCUELA MARISCAL DE AYACUCHO,LO PRADO,-70.7357475,-33.44025129,228,Gratuito ,Munic.
ESCUELA SOR TERESA DE LOS ANDES,LO PRADO,-70.7380806,-33.44451122,239,Gratuito ,Munic.
ESCUELA POETA PABLO NERUDA,LO PRADO,-70.71406975,-33.45485565,226,Gratuito ,Munic.
ESCUELA REPUBLICA DE ESTADOS UNIDOS,LO PRADO,-70.70957536,-33.44512402,231,Gratuito ,Munic.
ESCUELA POETA VICENTE HUIDOBRO,LO PRADO,-70.73555903,-33.45131011,213,Gratuito ,Munic.
ESC. BAS. Y ESP. CELEI,LO PRADO,-70.71840754,-33.44841978,285,Gratuito ,P. Subv.
COLEGIO LIBERTADOR SIMON BOLIVAR,MACUL,-70.58265014,-33.47895074,270,$10.001 a $25.000 ,P. Subv.
ESC. PART. MARTA BRUNET,MACUL,-70.60707464,-33.50491561,268,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR THE NEW SCHOOL,MACUL,-70.58670647,-33.48480586,270,$10.001 a $25.000 ,P. Subv.
ESCUELA BAS. ELLEN GOULD SCHOOL,MACUL,-70.5847136,-33.48116091,225,$10.001 a $25.000 ,P. Subv.
LICEO SALESIANO CAMILO ORTUZAR MONTT,MACUL,-70.59091897,-33.50563821,288,$25.001 a $50.000 ,P. Subv.
ESCUELA PARTICULAR COLEGIO CEDI,MACUL,-70.59332852,-33.49085333,283,$25.001 a $50.000 ,P. Subv.
COLEGIO SAN VIATOR,MACUL,-70.60104401,-33.50654484,295,$25.001 a $50.000 ,P. Subv.
ESCUELA BAS. NEWTON SCHOOL,MACUL,-70.60966492,-33.48376121,255,$25.001 a $50.000 ,P. Subv.
COLEGIO PARTICULAR EL ALBA DE MACUL,MACUL,-70.59866068,-33.48230745,254,$50.001 a $100.000 ,P. Subv.
COLEGIO PART. SWEDENBORG COLLEGE,MACUL,-70.58208628,-33.4917369,276,$50.001 a $100.000 ,P. Subv.
COLEGIO MADRE DE LA DIVINA PROVIDENC,MACUL,-70.59773949,-33.4819586,281,$50.001 a $100.000 ,P. Subv.
ESCUELA JOSE BERNARDO SUAREZ,MACUL,-70.60675395,-33.47707136,232,Gratuito ,Munic.
ESCUELA BAS. CENTRO EDUCACIONAL MILLANTU,MACUL,-70.5836295,-33.47422165,225,Gratuito ,Munic.
ESCUELA VILLA MACUL,MACUL,-70.59337649,-33.49170945,279,Gratuito ,Munic.
LICEO MUNICIPALIZADO MANUEL ROJAS,MACUL,-70.59419971,-33.47496089,216,Gratuito ,Munic.
ESCUELA JULIO MONTT SALAMANCA,MACUL,-70.5976179,-33.49408976,236,Gratuito ,Munic.
ESCUELA BASICA,MACUL,-70.60607786,-33.50165491,248,Gratuito ,Munic.
LICEO POLIVALENTE MERCEDES MARIN DEL SOLAR,MACUL,-70.5775003,-33.47032273,220,Gratuito ,P. Subv.
ESCUELA BASICA PARTICULAR LOS HUSARES,MACUL,-70.60893262,-33.49246433,256,Gratuito ,P. Subv.
ESCUELA PARTICULAR REGINA MUNDI,MACUL,-70.58688191,-33.49206335,252,Gratuito ,P. Subv.
ESCUELA PARTICULAR NUESTRA SRA.DEL PILAR,MACUL,-70.58175526,-33.49129021,256,Gratuito ,P. Subv.
COLEGIO POLIV. ROCKET COLLEGE,MACUL,-70.58799393,-33.48104677,225,Gratuito ,P. Subv.
COMPLEJO EDUCACIONAL ESPERANZA,MACUL,-70.60341603,-33.48864898,247,Gratuito ,P. Subv.
ESCUELA PARTICULAR N?520 FLORENCE NIGHTINGALE,MACUL,-70.59843467,-33.47703466,290,Más de $100.000 ,P. Pag.
COLEGIO SAN MARCOS,MACUL,-70.59827343,-33.47411481,291,Más de $100.000 ,P. Pag.
SAINT MARY JOSEPH SCHOOL,MACUL,-70.60918133,-33.48205402,321,Más de $100.000 ,P. Pag.
ESCUELA PARTICULAR REGINA MUNDI,MACUL,-70.58688191,-33.49206335,220,Sin información ,Munic.
COLEGIO ESC.  JOSE MANSO DE VELASCO,MAIP?,-70.7724825,-33.51902663,242,$1.000 a $10.000 ,P. Subv.
COLEGIO HEROES DE MAIPU,MAIP?,-70.76677388,-33.50460735,224,$1.000 a $10.000 ,P. Subv.
ESCUELA BASICA SAINT FRANCIS COLLEGE,MAIP?,-70.76745397,-33.50576096,222,$1.000 a $10.000 ,P. Subv.
ESC.BAS.NUEVOS CASTANOS DE MAIPU,MAIP?,-70.76690746,-33.50906032,203,$1.000 a $10.000 ,P. Subv.
ESCUELA BASICA PART. CRISTIANO DE LOS HEROES,MAIP?,-70.77441834,-33.53473517,253,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR FRANZ LISZT,MAIP?,-70.76295529,-33.51642118,254,$10.001 a $25.000 ,P. Subv.
CENTRO EDUCACIONAL PIAMARTINO CAROLINA LLONA DE CUEVAS,MAIP?,-70.7643531,-33.51527403,250,$10.001 a $25.000 ,P. Subv.
COLEGIO POLIVALENTE PATRICIO MEKIS,MAIP?,-70.77542144,-33.51005678,262,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR LA MONTANA,MAIP?,-70.76331644,-33.52466745,275,$10.001 a $25.000 ,P. Subv.
COLEGIO EL REDENTOR,MAIP?,-70.76402194,-33.50267164,253,$10.001 a $25.000 ,P. Subv.
ESCUELA BASICA  1287 SAN MARCOS APOSTOL,MAIP?,-70.77163261,-33.5449202,266,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR SALVADOR DALI,MAIP?,-70.77615065,-33.53993169,246,$10.001 a $25.000 ,P. Subv.
COLEGIO JACQUES COUSTEAU,MAIP?,-70.78520029,-33.51654438,269,$10.001 a $25.000 ,P. Subv.
COLEGIO HALLEY,MAIP?,-70.72889093,-33.47795253,256,$10.001 a $25.000 ,P. Subv.
ESCUELA BASICA PARTICULAR KIND'S SCHOOL,MAIP?,-70.76066597,-33.49641583,260,$10.001 a $25.000 ,P. Subv.
COLEGIO PARTICULAR KRONBERG COLLEGE,MAIP?,-70.74235476,-33.50220278,237,$10.001 a $25.000 ,P. Subv.
COLEGIO SAN FRANCISCO MISIONERO,MAIP?,-70.78576802,-33.56404235,261,$10.001 a $25.000 ,P. Subv.
COLEGIO EL REDENTOR,MAIP?,-70.76402194,-33.50267164,267,$10.001 a $25.000 ,P. Subv.
ESC. PARTICULAR ALFARERO,MAIP?,-70.77673587,-33.53116691,265,$10.001 a $25.000 ,P. Subv.
COLEGIO POLIV. SANTA CECILIA DE MAIPU,MAIP?,-70.77094266,-33.52165484,236,$10.001 a $25.000 ,P. Subv.
COLEGIO PART. CARDENAL CARLOS OVIEDO CAVADA,MAIP?,-70.79292369,-33.51309618,276,$10.001 a $25.000 ,P. Subv.
ESCUELA ESPECIAL MARIO BAEZA,MAIP?,-70.76842183,-33.4893074,263,$10.001 a $25.000 ,P. Subv.
ESCUELA INSTITUTO RAMON FREIRE,MAIP?,-70.75692523,-33.52488456,265,$10.001 a $25.000 ,P. Subv.
COLEGIO POLIV. DIEGO PORTALES DE MAIPU,MAIP?,-70.79036905,-33.50928249,251,$10.001 a $25.000 ,P. Subv.
ESC. BAS. PART. LAS NACIONES,MAIP?,-70.78667673,-33.52185266,233,$10.001 a $25.000 ,P. Subv.
ESC. PART. EL ARRAYAN DE MAIPU,MAIP?,-70.73712766,-33.48032631,278,$10.001 a $25.000 ,P. Subv.
COLEGIO CENTRO EDUCACIONAL ROUSSEAU,MAIP?,-70.76350808,-33.48688848,251,$10.001 a $25.000 ,P. Subv.
ESC. PARV. SAN BENITO,MAIPú,-70.7666,-33.5157,226,$10.001 a $25.000 ,P. Subv.
COLEGIO ANGLO MAIPU,MAIP?,-70.73626144,-33.49354086,273,$25.001 a $50.000 ,P. Subv.
ESCUELA PARTICULAR INSTITUTO AMERICA,MAIP?,-70.76447061,-33.50780549,249,$25.001 a $50.000 ,P. Subv.
COLEGIO POLIVALENTE CAMILO HENRIQUEZ,MAIP?,-70.76212684,-33.51485483,299,$25.001 a $50.000 ,P. Subv.
COLEGIO PARTICULAR SAN FELIX,MAIP?,-70.74931381,-33.50032815,254,$25.001 a $50.000 ,P. Subv.
COLEGIO DE LA PROVIDENCIA C.LARRAIN DE I,MAIP?,-70.76600658,-33.51558412,277,$25.001 a $50.000 ,P. Subv.
ESC. BASICA DIVINO JESUS,MAIP?,-70.76503225,-33.52644659,276,$25.001 a $50.000 ,P. Subv.
COLEGIO SOFIA INFANTE HURTADO,MAIP?,-70.75779383,-33.52577402,257,$25.001 a $50.000 ,P. Subv.
CENTRO EDUCACIONAL SAN ANDRES,MAIP?,-70.74648331,-33.48427094,259,$25.001 a $50.000 ,P. Subv.
COLEGIO ROSITA SANCHEZ,MAIP?,-70.77154323,-33.52629048,235,$25.001 a $50.000 ,P. Subv.
COMPLEJO EDUCACIONAL MAIPU,MAIP?,-70.7748935,-33.51741396,252,$25.001 a $50.000 ,P. Subv.
COLEGIO LO ERRAZURIZ,MAIP?,-70.72706665,-33.47441583,254,$25.001 a $50.000 ,P. Subv.
ANEXO COLEGIO LO ERRAZURIZ,MAIP?,-70.73454577,-33.47605185,249,$25.001 a $50.000 ,P. Subv.
ESCUELA BASICA VERDE VALLE,MAIP?,-70.73558223,-33.47784095,271,$25.001 a $50.000 ,P. Subv.
ESCUELA BASICA PART.MADRE DE JESUS,MAIP?,-70.75262723,-33.51144557,286,$25.001 a $50.000 ,P. Subv.
ESC. BASICA BOSTON COLLEGE MAIPU,MAIP?,-70.75275081,-33.46737284,275,$25.001 a $50.000 ,P. Subv.
ESCUELA PARTICULAR SALVADOR DALI,MAIP?,-70.77615065,-33.53993169,279,$25.001 a $50.000 ,P. Subv.
INSTITUTO CRISTIANO LUIS GANDARILLAS,MAIP?,-70.75454706,-33.50469098,270,$25.001 a $50.000 ,P. Subv.
ESC. PART. CRISTIANO ORIENTE,MAIP?,-70.74948947,-33.47481371,268,$25.001 a $50.000 ,P. Subv.
COLEGIO PARTICULAR ALICANTE,MAIP?,-70.75727463,-33.47506427,293,$25.001 a $50.000 ,P. Subv.
ESCUELA HERMANOS CARRERA,MAIP?,-70.75028653,-33.50373222,282,$25.001 a $50.000 ,P. Subv.
ESCUELA DE PARVULOS EL PORVENIR,MAIP?,-70.75306408,-33.50321499,231,$25.001 a $50.000 ,P. Subv.
COLEGIO PART. KING EDWARDS SCHOOL I,MAIP?,-70.78165875,-33.52444096,250,$25.001 a $50.000 ,P. Subv.
ESC. BASICA PART. BOSTON COLLEGE LA FARFANA,MAIP?,-70.7669801,-33.48986003,268,$25.001 a $50.000 ,P. Subv.
COLEGIO NTRA. SRA. DEL CARMEN DE MAIPU,MAIP?,-70.76851613,-33.51246417,282,$25.001 a $50.000 ,P. Subv.
ESC. BOSTON COLLEGE SAN MARTIN,MAIP?,-70.77657253,-33.52423449,270,$25.001 a $50.000 ,P. Subv.
COLEGIO DEL REAL,MAIP?,-70.76767344,-33.54881843,267,$25.001 a $50.000 ,P. Subv.
ESCUELA BAS. ECHAURREN N? 2,MAIP?,-70.7390078,-33.47747729,249,$25.001 a $50.000 ,P. Subv.
ESCUELA LA ARAUCARIA DE MAIPU,MAIP?,-70.7881452,-33.5246721,207,$25.001 a $50.000 ,P. Subv.
COLEGIO SAN FRANCISCO DE SALES,MAIP?,-70.790746,-33.548821,267,$25.001 a $50.000 ,P. Subv.
ESC. ALTAS CUMBRES DEL ROSAL,MAIP?,-70.76541552,-33.4863687,277,$25.001 a $50.000 ,P. Subv.
COLEGIO TERRAUSTRAL DEL SOL,MAIP?,-70.78101797,-33.50048145,261,$25.001 a $50.000 ,P. Subv.
COLEGIO TERRAUSTRAL OESTE S.A,MAIPú,-70.7666,-33.5157,282,$25.001 a $50.000 ,P. Subv.
COLEGIO CENTENARIO,MAIP?,-70.7604634,-33.49970125,282,$50.001 a $100.000 ,P. Pag.
COLEGIO SAN NICOLAS DE MAIPU,MAIP?,-70.75637029,-33.50542265,269,$50.001 a $100.000 ,P. Pag.
ESCUELA BASICA  SISTER VERENANCE,MAIP?,-70.75236266,-33.50740024,230,$50.001 a $100.000 ,P. Pag.
COLEGIO ALBERTO PEREZ,MAIP?,-70.75891293,-33.49967819,284,$50.001 a $100.000 ,P. Subv.
LICEO MATER PURISSIMA,MAIP?,-70.7467411,-33.50514399,290,$50.001 a $100.000 ,P. Subv.
COLEGIO PARTICULAR DE ASIS,MAIP?,-70.76744911,-33.50816883,294,$50.001 a $100.000 ,P. Subv.
ESCUELA PARTICULAR RUBEN DARIO,MAIP?,-70.75681512,-33.51837516,301,$50.001 a $100.000 ,P. Subv.
COLEGIO SANTA URSULA,MAIP?,-70.75186297,-33.5109153,302,$50.001 a $100.000 ,P. Subv.
